identifier,time,x,y
LB,2409,1.48,-13.8
LB,2410,1.26,-14.1
LB,2411,1.04,-14.31
LB,2412,0.75,-14.43
LB,2413,0.36,-14.65
LB,2414,0.04,-14.86
LB,2415,-0.38,-15.14
LB,2416,-0.88,-15.53
LB,2417,-1.3,-15.87
LB,2418,-1.79,-16.29
LB,2419,-2.39,-16.7
LB,2420,-2.95,-17.11
LB,2421,-3.58,-17.5
LB,2422,-4.25,-17.94
LB,2423,-5.01,-18.36
LB,2424,-5.67,-18.69
LB,2425,-6.24,-19.02
LB,2426,-6.7,-19.46
LB,2427,-7.12,-19.82
LB,2428,-7.6,-20.13
LB,2429,-8.13,-20.4
LB,2430,-8.69,-20.55
LB,2431,-9.33,-20.74
LB,2432,-9.81,-20.83
LB,2433,-10.25,-20.95
LB,2434,-10.55,-21.03
LB,2435,-10.83,-21.22
LB,2436,-11.08,-21.43
LB,2437,-11.37,-21.74
LB,2438,-11.52,-22.15
LB,2439,-11.63,-22.41
LB,2440,-11.7,-22.75
LB,2441,-11.73,-23.14
LB,2442,-11.73,-23.37
LB,2443,-11.87,-23.59
LB,2444,-12.04,-23.81
LB,2445,-12.3,-23.89
LB,2446,-12.58,-23.89
LB,2447,-12.97,-23.89
LB,2448,-13.44,-23.78
LB,2449,-13.76,-23.6
LB,2450,-14.06,-23.55
LB,2451,-14.32,-23.6
LB,2452,-14.53,-23.59
LB,2453,-14.79,-23.72
LB,2454,-14.93,-23.93
LB,2455,-14.99,-24.19
LB,2456,-15.06,-24.33
LB,2457,-15.01,-24.49
LB,2458,-14.9,-24.59
LB,2459,-14.7,-24.77
LB,2460,-14.58,-25.0
LB,2461,-14.6,-25.11
LB,2462,-14.64,-25.21
LB,2463,-14.63,-25.22
LB,2464,-14.58,-25.29
LB,2465,-14.55,-25.37
LB,2466,-14.49,-25.42
LB,2467,-14.53,-25.43
LB,2468,-14.69,-25.48
LB,2469,-14.86,-25.57
LB,2470,-15.14,-25.77
LB,2471,-16.02,-26.52
LB,2472,-17.62,-27.81
LB,2473,-19.86,-29.57
LB,2474,-22.65,-31.79
LB,2475,-25.89,-34.24
LB,2476,-28.69,-36.57
LB,2477,-30,-38.58
LB,2478,-28.74,-40.36
LB,2479,-27.53,-41.93
LB,2480,-26.54,-43.37
LB,2481,-25.75,-44.78
LB,2482,-25.05,-45.96
LB,2483,-24.31,-47.02
LB,2484,-23.51,-47.97
LB,2485,-22.68,-48.73
LB,2486,-21.88,-49.48
LB,2487,-21.26,-50
LB,2488,-20.59,-49.6
LB,2489,-19.99,-49.15
LB,2490,-19.59,-48.76
LB,2491,-19.11,-48.4
LB,2492,-18.71,-48.09
LB,2493,-18.3,-47.91
LB,2494,-18.0,-47.62
LB,2495,-17.63,-47.29
LB,2496,-17.34,-46.9
LB,2497,-17.18,-46.6
LB,2498,-16.96,-46.27
LB,2499,-16.86,-46.07
LB,2500,-16.64,-45.75
LB,2501,-16.5,-45.36
LB,2502,-16.39,-45.07
LB,2503,-16.29,-44.74
LB,2504,-16.2,-44.42
LB,2505,-16.08,-44.02
LB,2506,-15.88,-43.75
LB,2507,-15.64,-43.62
LB,2508,-15.33,-43.52
LB,2509,-15.02,-43.54
LB,2510,-14.67,-43.64
LB,2511,-14.36,-43.81
LB,2512,-13.99,-44.04
LB,2513,-13.67,-44.11
LB,2514,-13.41,-44.16
LB,2515,-13.09,-44.24
LB,2516,-12.79,-44.3
LB,2517,-12.62,-44.45
LB,2518,-12.56,-44.44
LB,2519,-12.65,-44.3
LB,2520,-12.84,-44.18
LB,2521,-12.9,-44.14
LB,2522,-13.02,-43.99
LB,2523,-13.1,-43.89
LB,2524,-13.24,-43.78
LB,2525,-13.41,-43.56
LB,2526,-13.5,-43.49
LB,2527,-13.73,-43.47
LB,2528,-13.9,-43.4
LB,2529,-14.01,-43.37
LB,2530,-14.1,-43.4
LB,2531,-14.08,-43.3
LB,2532,-14.06,-43.27
LB,2533,-14.14,-43.23
LB,2534,-14.3,-43.18
LB,2535,-15.38,-42.71
LB,2536,-16.35,-42.34
LB,2537,-17.24,-42.12
LB,2538,-18.15,-42.01
LB,2539,-18.95,-41.81
LB,2540,-19.67,-41.64
LB,2541,-20.31,-41.4
LB,2542,-20.91,-41.05
LB,2543,-21.41,-40.81
LB,2544,-21.88,-40.5
LB,2545,-22.33,-40.15
LB,2546,-22.67,-39.75
LB,2547,-22.96,-39.32
LB,2548,-23.18,-38.95
LB,2549,-23.36,-38.68
LB,2550,-23.62,-38.32
LB,2551,-23.75,-37.88
LB,2552,-23.93,-37.58
LB,2553,-24.19,-37.29
LB,2554,-24.45,-36.99
LB,2555,-24.62,-36.79
LB,2556,-24.8,-36.61
LB,2557,-24.83,-36.32
LB,2558,-24.78,-36.12
LB,2559,-24.73,-35.87
LB,2560,-24.62,-35.55
LB,2561,-24.64,-35.26
LB,2562,-24.58,-34.87
LB,2563,-24.55,-34.58
LB,2564,-24.41,-34.42
LB,2565,-24.26,-34.22
LB,2566,-24.13,-34.02
LB,2567,-23.94,-33.71
LB,2568,-23.88,-33.34
LB,2569,-23.77,-32.88
LB,2570,-23.72,-32.37
LB,2571,-23.66,-31.88
LB,2572,-23.7,-31.48
LB,2573,-23.67,-31.22
LB,2574,-23.56,-31.09
LB,2575,-23.5,-30.94
LB,2576,-23.43,-30.8
LB,2577,-23.25,-30.55
LB,2578,-23.2,-30.31
LB,2579,-23.21,-29.98
LB,2580,-23.29,-29.58
LB,2581,-23.47,-29.16
LB,2582,-23.58,-28.66
LB,2583,-23.62,-28.27
LB,2584,-23.68,-27.79
LB,2585,-23.82,-27.4
LB,2586,-23.82,-27.17
LB,2587,-23.71,-26.9
LB,2588,-23.61,-26.7
LB,2589,-23.42,-26.51
LB,2590,-23.2,-26.3
LB,2591,-22.99,-26.16
LB,2592,-22.8,-26.08
LB,2593,-22.58,-25.97
LB,2594,-22.41,-25.95
LB,2595,-22.2,-25.86
LB,2596,-21.16,-25.52
LB,2597,-19.25,-25.03
LB,2598,-16.66,-24.46
LB,2599,-13.39,-23.82
LB,2600,-10.38,-23.25
LB,2601,-7.7,-22.82
LB,2602,-5.34,-22.54
LB,2603,-3.3,-22.38
LB,2604,-1.55,-22.26
LB,2605,0.09,-22.18
LB,2606,1.48,-22.0
LB,2607,2.62,-21.88
LB,2608,3.61,-21.67
LB,2609,4.33,-21.6
LB,2610,4.89,-21.48
LB,2611,5.39,-21.32
LB,2612,5.84,-21.14
LB,2613,6.25,-20.85
LB,2614,6.59,-20.68
LB,2615,6.84,-20.5
LB,2616,6.99,-20.44
LB,2617,6.94,-20.33
LB,2618,6.72,-20.16
LB,2619,6.5,-20.03
LB,2620,6.29,-19.98
LB,2621,5.85,-19.88
LB,2622,5.27,-19.73
LB,2623,4.73,-19.51
LB,2624,4.02,-19.36
LB,2625,3.28,-19.2
LB,2626,2.55,-19.18
LB,2627,1.82,-19.04
LB,2628,0.96,-19.03
LB,2629,0.19,-18.96
LB,2630,-0.54,-19.0
LB,2631,-1.24,-19.17
LB,2632,-1.96,-19.28
LB,2633,-2.63,-19.31
LB,2634,-3.22,-19.3
LB,2635,-3.72,-19.22
LB,2636,-4.17,-19.28
LB,2637,-4.52,-19.39
LB,2638,-4.98,-19.41
LB,2639,-5.41,-19.33
LB,2640,-5.73,-19.28
LB,2641,-6.0,-19.23
LB,2642,-6.36,-19.15
LB,2643,-6.71,-19.08
LB,2644,-6.93,-19.02
LB,2645,-7.03,-19.02
LB,2646,-7.17,-18.93
LB,2647,-7.29,-18.89
LB,2648,-7.37,-18.98
LB,2649,-7.52,-19.12
LB,2650,-7.76,-19.19
LB,2651,-8.07,-19.34
LB,2652,-8.47,-19.4
LB,2653,-8.78,-19.49
LB,2654,-9.0,-19.5
LB,2655,-9.13,-19.59
LB,2656,-9.15,-19.73
LB,2657,-9.27,-19.83
LB,2658,-9.34,-19.85
LB,2659,-9.35,-19.93
LB,2660,-9.38,-20.06
LB,2661,-9.44,-20.1
LB,2662,-9.39,-20.15
LB,2663,-9.38,-20.24
LB,2664,-9.49,-20.38
LB,2665,-10.25,-21.08
LB,2666,-11.51,-22.25
LB,2667,-13.2,-23.9
LB,2668,-14.85,-25.29
LB,2669,-16.33,-26.51
LB,2670,-17.74,-27.63
LB,2671,-19.07,-28.62
LB,2672,-20.23,-29.54
LB,2673,-21.17,-30.27
LB,2674,-22.12,-30.96
LB,2675,-22.95,-31.47
LB,2676,-23.57,-32.0
LB,2677,-24.13,-32.56
LB,2678,-24.51,-33.01
LB,2679,-24.72,-33.45
LB,2680,-24.98,-33.81
LB,2681,-25.07,-34.08
LB,2682,-25.24,-34.41
LB,2683,-25.4,-34.77
LB,2684,-25.43,-35.03
LB,2685,-25.41,-35.27
LB,2686,-25.5,-35.44
LB,2687,-25.6,-35.48
LB,2688,-25.75,-35.46
LB,2689,-25.85,-35.4
LB,2690,-25.92,-35.48
LB,2691,-25.93,-35.5
LB,2692,-25.81,-35.58
LB,2693,-25.66,-35.53
LB,2694,-25.4,-35.57
LB,2695,-25.2,-35.58
LB,2696,-25.11,-35.46
LB,2697,-25.1,-35.47
LB,2698,-25.01,-35.59
LB,2699,-24.93,-35.71
LB,2700,-24.74,-35.9
RCM,1,0.1,0.06
RCM,2,0.2,0.08
RCM,3,0.4,0.0
RCM,4,0.76,-0.09
RCM,5,1.01,-0.2
RCM,6,1.31,-0.3
RCM,7,1.53,-0.29
RCM,8,1.68,-0.25
RCM,9,1.82,-0.26
RCM,10,1.94,-0.37
RCM,11,2.02,-0.53
RCM,12,2.13,-0.65
RCM,13,2.41,-0.83
RCM,14,2.68,-0.92
RCM,15,2.95,-0.98
RCM,16,3.21,-1.08
RCM,17,3.52,-1.3
RCM,18,3.93,-1.45
RCM,19,4.23,-1.67
RCM,20,4.61,-1.81
RCM,21,4.84,-1.89
RCM,22,5.16,-1.91
RCM,23,5.59,-1.93
RCM,24,5.92,-1.86
RCM,25,6.14,-1.91
RCM,26,6.35,-1.84
RCM,27,6.59,-1.65
RCM,28,6.83,-1.4
RCM,29,7.04,-1.24
RCM,30,7.3,-0.97
RCM,31,7.64,-0.83
RCM,32,7.98,-0.68
RCM,33,8.42,-0.55
RCM,34,8.71,-0.43
RCM,35,8.86,-0.45
RCM,36,8.9,-0.58
RCM,37,8.84,-0.62
RCM,38,8.8,-0.66
RCM,39,8.66,-0.58
RCM,40,8.52,-0.56
RCM,41,8.39,-0.51
RCM,42,8.21,-0.34
RCM,43,7.98,-0.2
RCM,44,7.68,0.05
RCM,45,7.32,0.31
RCM,46,7.0,0.45
RCM,47,6.62,0.49
RCM,48,6.25,0.48
RCM,49,4.97,0.45
RCM,50,2.9,0.42
RCM,51,0.07,0.4
RCM,52,-3.3,0.34
RCM,53,-7.15,0.31
RCM,54,-11.37,0.19
RCM,55,-16.0,0.18
RCM,56,-20.03,0.1
RCM,57,-23.36,0.06
RCM,58,-25.97,0.09
RCM,59,-28.08,0.2
RCM,60,-29.72,0.36
RCM,61,-30,0.57
RCM,62,-29.02,0.88
RCM,63,-27.63,1.16
RCM,64,-25.98,1.33
RCM,65,-24.17,1.54
RCM,66,-22.16,1.73
RCM,67,-20.07,1.86
RCM,68,-17.84,1.94
RCM,69,-15.74,2.02
RCM,70,-13.53,2.0
RCM,71,-11.37,2.09
RCM,72,-9.42,2.11
RCM,73,-7.44,2.23
RCM,74,-4.65,2.29
RCM,75,-1.17,2.45
RCM,76,2.84,2.7
RCM,77,6.61,2.91
RCM,78,9.88,3.17
RCM,79,12.72,3.51
RCM,80,15.27,3.77
RCM,81,17.69,4.11
RCM,82,19.86,4.43
RCM,83,21.75,4.82
RCM,84,23.32,5.18
RCM,85,24.73,5.37
RCM,86,26.11,5.63
RCM,87,27.24,5.95
RCM,88,28.32,6.31
RCM,89,29.25,6.49
RCM,90,29.99,6.64
RCM,91,30,6.85
RCM,92,29.66,7.07
RCM,93,29.18,7.23
RCM,94,28.61,7.28
RCM,95,28.12,7.45
RCM,96,27.59,7.53
RCM,97,27.09,7.61
RCM,98,26.51,7.67
RCM,99,25.83,7.6
RCM,100,25.22,7.4
RCM,101,24.74,7.18
RCM,102,24.27,6.86
RCM,103,23.91,6.55
RCM,104,23.58,6.28
RCM,105,23.39,6.01
RCM,106,23.17,5.75
RCM,107,22.96,5.46
RCM,108,22.7,5.11
RCM,109,22.49,4.86
RCM,110,22.28,4.7
RCM,111,22.17,4.59
RCM,112,22.09,4.43
RCM,113,21.89,4.2
RCM,114,21.68,3.94
RCM,115,21.47,3.8
RCM,116,20.5,3.08
RCM,117,18.86,1.9
RCM,118,16.6,0.37
RCM,119,13.86,-1.43
RCM,120,11.46,-3.02
RCM,121,9.38,-4.41
RCM,122,7.5,-5.63
RCM,123,5.7,-6.7
RCM,124,4.01,-7.6
RCM,125,2.5,-8.44
RCM,126,1.08,-9.17
RCM,127,-0.21,-9.74
RCM,128,-1.37,-10.19
RCM,129,-2.4,-10.5
RCM,130,-3.27,-10.69
RCM,131,-3.88,-10.97
RCM,132,-4.29,-11.31
RCM,133,-4.65,-11.59
RCM,134,-4.87,-11.84
RCM,135,-5.04,-12.08
RCM,136,-4.98,-12.2
RCM,137,-4.83,-12.36
RCM,138,-4.48,-12.62
RCM,139,-4.13,-12.71
RCM,140,-3.73,-12.7
RCM,141,-3.3,-12.8
RCM,142,-2.71,-12.74
RCM,143,-1.99,-12.78
RCM,144,-1.21,-12.92
RCM,145,-0.43,-12.97
RCM,146,0.29,-13.06
RCM,147,0.92,-13.09
RCM,148,2.54,-13.07
RCM,149,4.82,-12.93
RCM,150,7.87,-12.78
RCM,151,11.55,-12.51
RCM,152,14.81,-12.17
RCM,153,17.64,-11.76
RCM,154,20.2,-11.25
RCM,155,22.52,-10.77
RCM,156,24.65,-10.36
RCM,157,26.63,-9.94
RCM,158,28.46,-9.55
RCM,159,30,-9.23
RCM,160,29.21,-8.85
RCM,161,28.32,-8.41
RCM,162,26.81,-7.62
RCM,163,24.57,-6.6
RCM,164,21.78,-5.38
RCM,165,19.28,-4.24
RCM,166,17.03,-3.12
RCM,167,15.03,-2.24
RCM,168,13.12,-1.58
RCM,169,11.35,-0.85
RCM,170,9.76,-0.26
RCM,171,8.22,0.17
RCM,172,6.74,0.55
RCM,173,5.35,0.81
RCM,174,4.07,1.16
RCM,175,3.01,1.5
RCM,176,2.03,1.94
RCM,177,1.13,2.44
RCM,178,0.49,3.01
RCM,179,-0.11,3.51
RCM,180,-0.55,4.08
RCM,181,-0.96,4.48
RCM,182,-1.35,4.94
RCM,183,-1.77,5.36
RCM,184,-2.13,5.68
RCM,185,-2.44,5.9
RCM,186,-2.77,6.03
RCM,187,-3.09,6.09
RCM,188,-3.21,6.16
RCM,189,-3.34,6.33
RCM,190,-3.33,6.36
RCM,191,-3.13,6.26
RCM,192,-2.76,6.12
RCM,193,-2.41,5.96
RCM,194,-2.13,5.89
RCM,195,-1.77,5.7
RCM,196,-1.37,5.64
RCM,197,-0.95,5.46
RCM,198,-0.61,5.41
RCM,199,-0.32,5.27
RCM,200,-0.07,5.25
RCM,201,0.3,5.25
RCM,202,0.65,5.19
RCM,203,1.02,5.06
RCM,204,1.41,4.98
RCM,205,1.67,5.0
RCM,206,1.98,5.08
RCM,207,2.21,5.12
RCM,208,2.45,5.16
RCM,209,2.7,5.28
RCM,210,3.03,5.45
RCM,211,3.5,5.6
RCM,212,3.87,5.75
RCM,213,4.19,5.86
RCM,214,4.64,5.96
RCM,215,5.13,5.94
RCM,216,5.69,5.82
RCM,217,6.09,5.59
RCM,218,6.53,5.52
RCM,219,6.8,5.37
RCM,220,7.11,5.26
RCM,221,7.47,5.04
RCM,222,7.71,4.74
RCM,223,8.0,4.57
RCM,224,8.35,4.55
RCM,225,8.6,4.39
RCM,226,9.48,3.75
RCM,227,11.14,2.64
RCM,228,13.39,1.24
RCM,229,16.16,-0.6
RCM,230,19.28,-2.82
RCM,231,22.9,-5.2
RCM,232,26.81,-7.82
RCM,233,30,-10.2
RCM,234,28.42,-12.43
RCM,235,26.99,-14.32
RCM,236,25.66,-15.98
RCM,237,24.48,-17.37
RCM,238,23.28,-18.5
RCM,239,22.22,-19.39
RCM,240,21.21,-20.13
RCM,241,20.39,-20.72
RCM,242,19.59,-21.35
RCM,243,18.86,-22.0
RCM,244,18.19,-22.64
RCM,245,17.61,-23.14
RCM,246,17.06,-23.67
RCM,247,16.67,-24.18
RCM,248,16.19,-24.47
RCM,249,15.74,-24.6
RCM,250,15.27,-24.8
RCM,251,14.79,-24.88
RCM,252,14.24,-24.98
RCM,253,13.64,-24.9
RCM,254,13.21,-24.9
RCM,255,12.93,-24.74
RCM,256,12.78,-24.65
RCM,257,12.6,-24.51
RCM,258,12.5,-24.32
RCM,259,12.34,-24.16
RCM,260,12.07,-24.06
RCM,261,11.9,-23.81
RCM,262,11.63,-23.54
RCM,263,11.27,-23.17
RCM,264,11.06,-22.82
RCM,265,10.88,-22.43
RCM,266,10.83,-21.94
RCM,267,10.7,-21.39
RCM,268,10.63,-20.76
RCM,269,10.59,-20.05
RCM,270,10.64,-19.31
RCM,271,10.71,-18.72
RCM,272,10.78,-18.17
RCM,273,10.83,-17.54
RCM,274,10.89,-16.02
RCM,275,10.92,-13.82
RCM,276,10.98,-10.89
RCM,277,11.07,-8.12
RCM,278,11.22,-5.65
RCM,279,11.47,-3.34
RCM,280,11.81,-1.14
RCM,281,12.07,0.93
RCM,282,12.24,2.88
RCM,283,12.4,4.56
RCM,284,12.45,6.02
RCM,285,12.44,7.27
RCM,286,12.45,8.4
RCM,287,12.42,9.37
RCM,288,12.41,10.17
RCM,289,12.48,10.93
RCM,290,12.66,11.51
RCM,291,12.87,11.94
RCM,292,13.05,12.42
RCM,293,13.12,12.82
RCM,294,13.16,13.26
RCM,295,13.24,13.53
RCM,296,13.18,13.74
RCM,297,13.11,13.79
RCM,298,13.13,13.78
RCM,299,13.14,13.8
RCM,300,13.04,13.89
RCM,301,13.04,14.01
RCM,302,13.01,14.12
RCM,303,13.02,14.24
RCM,304,13.06,14.43
RCM,305,13.1,14.6
RCM,306,13.0,14.69
RCM,307,12.86,14.7
RCM,308,12.64,14.7
RCM,309,12.54,14.69
RCM,310,12.45,14.73
RCM,311,12.42,14.87
RCM,312,12.29,15.06
RCM,313,12.24,15.11
RCM,314,12.28,15.17
RCM,315,12.36,15.08
RCM,316,12.46,15.03
RCM,317,12.64,15.11
RCM,318,12.86,15.1
RCM,319,13.15,15.12
RCM,320,13.51,15.04
RCM,321,13.75,14.93
RCM,322,14.09,14.71
RCM,323,14.29,14.43
RCM,324,14.58,14.29
RCM,325,14.89,14.16
RCM,326,15.14,13.93
RCM,327,15.38,13.64
RCM,328,15.55,13.45
RCM,329,15.79,13.28
RCM,330,16.09,13.22
RCM,331,16.43,13.09
RCM,332,16.78,13.06
RCM,333,18.02,12.97
RCM,334,19.93,12.85
RCM,335,22.53,12.71
RCM,336,24.76,12.44
RCM,337,26.7,12.28
RCM,338,28.48,12.22
RCM,339,29.92,12.21
RCM,340,30,12.28
RCM,341,29.3,12.37
RCM,342,28.74,12.43
RCM,343,28.28,12.53
RCM,344,27.86,12.59
RCM,345,27.56,12.65
RCM,346,27.12,12.71
RCM,347,26.67,12.68
RCM,348,26.28,12.6
RCM,349,25.91,12.41
RCM,350,25.52,12.22
RCM,351,25.06,11.99
RCM,352,24.63,11.86
RCM,353,24.3,11.82
RCM,354,24.02,11.77
RCM,355,23.62,11.59
RCM,356,23.19,11.52
RCM,357,22.84,11.51
RCM,358,22.51,11.41
RCM,359,22.1,11.38
RCM,360,21.62,11.47
RCM,361,21.2,11.64
RCM,362,20.85,11.79
RCM,363,20.58,11.83
RCM,364,20.35,11.95
RCM,365,20.01,11.96
RCM,366,19.58,11.86
RCM,367,19.25,11.78
RCM,368,19.07,11.67
RCM,369,18.84,11.67
RCM,370,18.58,11.55
RCM,371,18.23,11.54
RCM,372,17.83,11.64
RCM,373,17.36,11.83
RCM,374,17.05,11.97
RCM,375,16.72,12.08
RCM,376,16.4,12.31
RCM,377,16.02,12.51
RCM,378,15.77,12.63
RCM,379,15.67,12.72
RCM,380,15.45,12.68
RCM,381,15.2,12.68
RCM,382,15.09,12.75
RCM,383,15.02,12.87
RCM,384,14.99,12.93
RCM,385,14.85,12.99
RCM,386,14.7,13.05
RCM,387,14.62,13.0
RCM,388,14.59,12.95
RCM,389,14.45,12.88
RCM,390,14.35,12.79
RCM,391,14.39,12.64
RCM,392,14.38,12.61
RCM,393,14.49,12.47
RCM,394,14.7,12.31
RCM,395,14.94,12.03
RCM,396,15.13,11.81
RCM,397,15.22,11.57
RCM,398,15.4,11.26
RCM,399,15.67,10.85
RCM,400,15.97,10.4
RCM,401,16.25,10.02
RCM,402,16.38,9.78
RCM,403,16.54,9.45
RCM,404,16.75,9.23
RCM,405,16.93,8.93
RCM,406,17.21,8.78
RCM,407,17.53,8.7
RCM,408,17.79,8.6
RCM,409,18.13,8.52
RCM,410,18.53,8.57
RCM,411,18.83,8.53
RCM,412,19.22,8.4
RCM,413,19.53,8.32
RCM,414,19.92,8.11
RCM,415,20.26,7.95
RCM,416,20.5,7.81
RCM,417,20.7,7.71
RCM,418,20.86,7.53
RCM,419,21.12,7.34
RCM,420,21.36,7.06
RCM,421,21.61,6.84
RCM,422,21.93,6.51
RCM,423,22.27,6.32
RCM,424,22.53,6.1
RCM,425,22.69,5.87
RCM,426,22.85,5.72
RCM,427,22.97,5.5
RCM,428,23.0,5.38
RCM,429,23.14,5.4
RCM,430,23.34,5.54
RCM,431,23.4,5.57
RCM,432,23.39,5.52
RCM,433,23.36,5.49
RCM,434,23.3,5.4
RCM,435,23.28,5.43
RCM,436,23.21,5.52
RCM,437,23.18,5.62
RCM,438,23.05,5.8
RCM,439,23.01,5.97
RCM,440,23.06,6.02
RCM,441,23.12,5.96
RCM,442,23.27,6.02
RCM,443,23.3,6.08
RCM,444,23.26,6.02
RCM,445,23.17,5.9
RCM,446,23.2,5.87
RCM,447,23.24,5.73
RCM,448,23.29,5.71
RCM,449,23.3,5.78
RCM,450,23.37,5.91
RCM,451,23.38,5.99
RCM,452,23.5,6.15
RCM,453,24.26,7.05
RCM,454,25.39,8.57
RCM,455,27.0,10.66
RCM,456,29.03,13.19
RCM,457,30,15.52
RCM,458,29.21,17.57
RCM,459,28.34,19.39
RCM,460,27.4,21.01
RCM,461,26.45,22.47
RCM,462,25.59,23.79
RCM,463,24.8,24.93
RCM,464,24.01,25.81
RCM,465,23.29,26.68
RCM,466,22.71,27.53
RCM,467,22.1,28.11
RCM,468,21.57,28.55
RCM,469,20.98,28.94
RCM,470,20.45,29.1
RCM,471,20.02,29.18
RCM,472,19.51,29.11
RCM,473,19.18,29.06
RCM,474,18.78,28.97
RCM,475,18.35,28.78
RCM,476,17.84,28.48
RCM,477,17.51,28.08
RCM,478,17.19,27.67
RCM,479,16.96,27.31
RCM,480,16.82,26.9
RCM,481,16.59,26.55
RCM,482,16.4,26.25
RCM,483,16.33,26.05
RCM,484,16.28,25.77
RCM,485,16.33,25.52
RCM,486,16.48,25.2
RCM,487,16.56,24.99
RCM,488,16.65,24.67
RCM,489,16.75,24.45
RCM,490,16.96,24.22
RCM,491,17.13,23.89
RCM,492,17.3,23.6
RCM,493,17.39,23.3
RCM,494,17.47,23.0
RCM,495,17.41,22.74
RCM,496,17.37,22.4
RCM,497,17.4,21.98
RCM,498,17.34,21.58
RCM,499,17.29,21.25
RCM,500,17.02,20.11
RCM,501,16.51,18.08
RCM,502,15.89,15.43
RCM,503,15.17,12.25
RCM,504,14.32,8.4
RCM,505,13.39,4.15
RCM,506,12.46,-0.47
RCM,507,11.63,-4.5
RCM,508,10.94,-8.25
RCM,509,10.22,-11.52
RCM,510,9.55,-14.46
RCM,511,8.83,-17.19
RCM,512,8.22,-19.6
RCM,513,7.59,-21.62
RCM,514,7.11,-23.32
RCM,515,6.66,-24.79
RCM,516,6.23,-26.16
RCM,517,5.65,-28.21
RCM,518,4.96,-30.84
RCM,519,4.02,-34.14
RCM,520,3.06,-37.86
RCM,521,1.9,-41.87
RCM,522,0.77,-45.41
RCM,523,-0.34,-48.52
RCM,524,-1.29,-50
RCM,525,-2.02,-48.65
RCM,526,-2.61,-47.27
RCM,527,-3.1,-45.93
RCM,528,-3.39,-44.54
RCM,529,-3.7,-43.12
RCM,530,-3.79,-41.81
RCM,531,-3.79,-40.44
RCM,532,-3.74,-39.17
RCM,533,-3.68,-37.78
RCM,534,-3.69,-36.54
RCM,535,-3.72,-35.41
RCM,536,-3.55,-34.23
RCM,537,-3.31,-33.19
RCM,538,-2.94,-32.28
RCM,539,-2.5,-31.33
RCM,540,-2.02,-30.37
RCM,541,-1.48,-29.43
RCM,542,-0.92,-28.65
RCM,543,0.18,-27.09
RCM,544,1.86,-24.98
RCM,545,3.94,-22.41
RCM,546,6.39,-19.33
RCM,547,9.24,-15.79
RCM,548,11.81,-12.71
RCM,549,14.18,-10.0
RCM,550,16.25,-7.62
RCM,551,18.02,-5.37
RCM,552,19.49,-3.46
RCM,553,20.72,-1.81
RCM,554,21.76,-0.45
RCM,555,22.77,0.67
RCM,556,23.67,1.77
RCM,557,24.38,2.82
RCM,558,25.08,3.71
RCM,559,25.8,4.63
RCM,560,26.37,5.4
RCM,561,26.95,6.15
RCM,562,27.57,6.71
RCM,563,28.05,7.21
RCM,564,28.42,7.74
RCM,565,28.63,8.13
RCM,566,28.68,8.56
RCM,567,28.65,8.99
RCM,568,28.71,9.46
RCM,569,28.85,10.79
RCM,570,29.03,12.92
RCM,571,29.29,15.79
RCM,572,29.44,19.28
RCM,573,29.54,23.21
RCM,574,29.48,27.65
RCM,575,29.29,31.46
RCM,576,29.0,34.77
RCM,577,28.64,37.73
RCM,578,28.27,40.2
RCM,579,27.84,42.27
RCM,580,27.42,43.97
RCM,581,26.91,45.49
RCM,582,26.49,46.78
RCM,583,26.01,47.82
RCM,584,25.51,48.58
RCM,585,24.96,49.23
RCM,586,24.37,49.6
RCM,587,23.83,49.72
RCM,588,23.2,49.62
RCM,589,22.53,49.48
RCM,590,22.04,49.28
RCM,591,21.57,48.8
RCM,592,21.15,48.09
RCM,593,20.86,47.36
RCM,594,20.6,46.67
RCM,595,20.35,45.93
RCM,596,19.99,45.21
RCM,597,19.66,44.34
RCM,598,19.39,43.43
RCM,599,19.19,42.56
RCM,600,18.88,41.55
RCM,601,18.69,40.55
RCM,602,18.51,39.67
RCM,603,18.23,38.83
RCM,604,18.06,38.08
RCM,605,17.78,37.41
RCM,606,17.51,36.83
RCM,607,17.3,36.1
RCM,608,17.06,35.24
RCM,609,16.94,34.41
RCM,610,16.76,33.67
RCM,611,16.62,32.89
RCM,612,16.38,32.23
RCM,613,16.16,31.63
RCM,614,15.94,30.98
RCM,615,15.78,30.26
RCM,616,15.54,29.43
RCM,617,15.33,28.62
RCM,618,15.17,27.84
RCM,619,15.11,27.14
RCM,620,15.14,26.36
RCM,621,15.25,25.62
RCM,622,15.32,24.8
RCM,623,15.52,23.98
RCM,624,15.8,23.21
RCM,625,16.09,22.44
RCM,626,16.24,21.7
RCM,627,16.36,21.01
RCM,628,16.55,19.61
RCM,629,16.93,17.43
RCM,630,17.56,14.44
RCM,631,18.41,10.91
RCM,632,19.3,6.9
RCM,633,20.34,2.48
RCM,634,21.59,-2.41
RCM,635,22.61,-6.73
RCM,636,23.61,-10.62
RCM,637,24.62,-14.04
RCM,638,25.62,-17.03
RCM,639,26.53,-19.78
RCM,640,27.19,-22.32
RCM,641,27.75,-24.46
RCM,642,28.29,-26.28
RCM,643,28.64,-27.96
RCM,644,28.92,-29.35
RCM,645,29.07,-30.49
RCM,646,29.1,-31.4
RCM,647,29.14,-32.18
RCM,648,29.09,-32.87
